"O arquivo deve ser salvo em CSV separado por ""pronto e virgula"". Caso tenha ""ponto e virgula"" no nome, resumo ou descrição do produto, é necessário que faça a substituição dele pela string [pontovirgula] antes de salvar o CSV.",,,,,,,,,,,,
REF,Nome,Slug,Descricao,Resumo,Preco,PrecoPromocao,Peso,Quantidade,Altura,Largura,Profundidade,"GerenciarEstoque
"
1260,LANCHEIRA SKIP HOP ABELHA,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1261,LANCHEIRA SKIP HOP BORBOLETA,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1262,LANCHEIRA SKIP HOP UNICORNIO,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1263,LANCHEIRA SKIP HOP JOANINHA,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1264,LANCHEIRASKIP HOP CACHORRO,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1265,LANCHEIRA SKIP HOP MACACO,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1266,LANCHEIRA SKIP HOP GIRAFA,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1267,LANCHEIRA  SKIP HOP VACA,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1268,LANCHEIRA SKIOP HOP GUAXIMIM,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1269,LANCHEIRA SKIP HOP PORCO ESPINHO,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1270,LANCHEIRA DINOSSAURO ,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1271,LANCHEIRA SKIP HOP TUBARÃO,,"Lancheira Zoo da Skip Hop animando a hora do recreio!
Produzida em lona;
Forro 100% poliéster;
Formato de animal;
É térmica;
Possui bolso interno em rede;
Possui alça superior para encaixar nas outras bolsas;
Livre de BPA e  Phtalato;
Indicado para crianças com mais de 3 anos.
","Com design moderno e criativo, a Lancheira Zoo da Skip Hop foi produzida
em material resistente e de excelente qualidade, além de possuir o 
formato de um divertido bichinho. Com amplo espaço interno, conta com um
bolsinho em rede para armazenar os pequenos objetos. Por ser térmica, é
ideal para carregar o lanchinho e as bebidas das crianças para o 
recreio, pois conserva por mais tempo a temperatura e o sabor dos 
alimentos.","119,9","119,9",,5,,,,1
1272,GARRAFINHA  SKIP HOP ABELHA,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1273, GARRAFINHA SKIP HOP BORBOLETA,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1274,GARRAFINHA SKIP HOP UNICORNIO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1275, GARRAFINHA SKIP HOP JOANINHA,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1276, GARRAFINHA SKIP HOP CACHORRO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1277, GARRAFINHA SKIP HOP MACACO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1278,GARRAFINHA  SKIP HOP GIRAFA,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1279, GARRAFINHA SKIP HOP VACA,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1280,GARRAFINHA  SKIP HOP GUAXIMIM,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1281,GARRAFINHA  SKIP HOP PORCO ESPINHO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9","59,9",,5,,,,1
1282,GARRAFINHA SKIP HOP TUBARÃO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9",,,5,,,,1
1283,GARRAFINHA DINOSSAURO,,"Contém: 1 garrafinha e 2 canudos;
Fabricado, silicone e plástico,
livre de BPA, PVC e Phtalat;
Higiene: Água e detergente neutro 
Atóxico;
Livre de BPA;
Indicado para crianças acima de 12 meses;
Estampado;
Não é térmica;
Não vai ao micro-ondas;
Lavável na máquina;
Com canudo, proteção de uma tampa flip-top e pulseira com velcro, a criança toma sua bebida preferida acompanhada do seu amigo Zoo.
Coordenam com a lancheira, mochila 
","Garrafinha Skip Hop Zoo , perfeitas para acompanhar a criança a todo lugar, assim ela estará sempre hidratada.Possui pulseira com velcro,tampa flip-top para abrir, canudo de silicone. Coordenam com a lancheira, mochila.","59,9",,,,,,,1
